LeadNum,name,site,type,phone,full_address,rating,reviews,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,working_hours,business_status,about,range,description,verified,owner_title,reservation_links,booking_appointment_link,menu_link,order_links
MJ-LEAD-SalemNHRestaurant-Oct25-083,IHOP,https://restaurants.ihop.com/en-us/nh/salem/breakfast-528-s.-broadway-4766?utm_source=google,Breakfast restaurant,+1 603-870-9081,"528 S Broadway, Salem, NH 03079",4.2,2086,134,87,220,436,1209,843,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-12AM"", ""Saturday"": ""7AM-12AM"", ""Sunday"": ""7AM-10PM""}",OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Great coffee"": true, ""Serves local specialty"": true}, ""Popular for"": {""Breakfast"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Coffee"": true, ""Comfort food"": true, ""Happy hour food"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegetarian options"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""College students"": true, ""Family-friendly"": true, ""Groups"": true, ""LGBTQ+ friendly"": true, ""Tourists"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""Good for kids"": true, ""Has changing table(s)"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",$,Long-standing chain serving a wide variety of pancakes & other American breakfast & diner fare.,TRUE,IHOP,,"https://www.google.com/viewer/chooseprovider?mid=/g/1hc7yhdwm&g2lbs=AO8LyOIvKqNO0Tv-u8CF1psrVAcgxFaKIEgNhPh0gcJ1CKUq0Gv-_ElADeQ_7PG0kQcPEmOextDxAKMSEgrvJk5KmewqXZY5SA9DprY6cxO3XcU4hB9Gu8WIQ5K5di0UHG0_iVp_jWFl&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MKDyaMehC97T1sQPmdGeuQ0&ei=MKDyaMehC97T1sQPmdGeuQ0&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-084,Parlay,http://theparlayrestaurant.com/,American restaurant,+1 978-683-7771,"210 Howe St, Methuen, MA 01844",4.5,73,4,3,2,5,59,106,"{""Monday"": ""Closed"", ""Tuesday"": ""4:30-9PM"", ""Wednesday"": ""4:30-9PM"", ""Thursday"": ""4:30-9PM"", ""Friday"": ""4:30-10PM"", ""Saturday"": ""4:30-10PM"", ""Sunday"": ""10AM-8PM""}",OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Fast service"": true, ""Great beer selection"": true, ""Great cocktails"": true, ""Great dessert"": true, ""Great wine list"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Comfort food"": true, ""Hard liquor"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true}, ""Atmosphere"": {""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""Locals"": true}, ""Planning"": {""Dinner reservations recommended"": true, ""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""High chairs"": true}, ""Parking"": {""Free parking lot"": true, ""On-site parking"": true, ""Parking"": true}}",,,TRUE,Parlay,,,,
MJ-LEAD-SalemNHRestaurant-Oct25-085,Popeyes Louisiana Kitchen,https://www.popeyes.com/store-locator/store/restaurant_84759?utm_source=yext,Chicken restaurant,+1 603-458-5564,"481 S Broadway, Salem, NH 03079",3.5,1976,394,149,264,422,747,187,"{""Monday"": ""10:30AM-11PM"", ""Tuesday"": ""10:30AM-11PM"", ""Wednesday"": ""10:30AM-11PM"", ""Thursday"": ""10:30AM-11PM"", ""Friday"": ""10:30AM-11PM"", ""Saturday"": ""10:30AM-11PM"", ""Sunday"": ""10:30AM-11PM""}",OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Drive-through"": true, ""Onsite services"": true, ""Takeout"": true, ""Dine-in"": false}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Comfort food"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": false}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Quiet"": true}, ""Crowd"": {""College students"": true, ""Family-friendly"": true, ""Groups"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$,"Louisiana-inspired fast-food chain known for its crispy fried chicken, chicken sandwiches & fries.",TRUE,Popeyes Louisiana Kitchen,,"https://www.google.com/viewer/chooseprovider?mid=/g/1hhgv1l05&g2lbs=AO8LyOIe9PPQovB66LkzWSoKqMo3IGUJ_M3hpfH5CnRzRBEkvXKGP5QRQofoYEmvs-dmQK4m8G1vYFyoW1myN-z_BUTnT8cXn9CjpEmjT_b_8Rt1BafWBqd82zn_4AeQAT54ACoeepFj&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MKDyaMehC97T1sQPmdGeuQ0&ei=MKDyaMehC97T1sQPmdGeuQ0&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-086,Sal's Pizza,https://www.sals.com/salem,Pizza restaurant,+1 603-894-6767,"4 Mall Rd, Salem, NH 03079",2.5,2,1,0,0,1,0,64,"{""Monday"": ""11AM-8PM"", ""Tuesday"": ""11AM-8PM"", ""Wednesday"": ""11AM-8PM"", ""Thursday"": ""11AM-8PM"", ""Friday"": ""11AM-9PM"", ""Saturday"": ""11AM-9PM"", ""Sunday"": ""12-8PM""}",OPERATIONAL,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true}}",,,TRUE,Sal's Pizza,,"https://www.google.com/viewer/chooseprovider?mid=/g/11xl4qq0n3&g2lbs=AO8LyOJw9iekzv3gBfM27XAYtAqIIqVtUTwIHSwSEXYL-Q2_uUgvdPtABP_vCJtnFyQnQvohiB3gGiBaBuP5tFRD3qZKcwLJBQzyMcUqHDCYdocF8JKFn3f7ODg1Kpby72CQ0dpd8ymA&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MKDyaMehC97T1sQPmdGeuQ0&ei=MKDyaMehC97T1sQPmdGeuQ0&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-087,Minuteman Fried Clams,,Seafood restaurant,,"Park 85 N Policy St, Canobie Lake Railroad, Salem, NH 03079",,,,,,,,2,,OPERATIONAL,{},,,FALSE,Minuteman Fried Clams,,,,
MJ-LEAD-SalemNHRestaurant-Oct25-088,Dancing Bear Canteen,https://www.canobie.com/dining/dancing-bear-canteen/,Fast food restaurant,,"24 Canobie Ave, Salem, NH 03079",3,4,1,1,0,1,1,4,"{""Monday"": ""11AM-7PM"", ""Tuesday"": ""11AM-7PM"", ""Wednesday"": ""11AM-7PM"", ""Thursday"": ""11AM-7PM"", ""Friday"": ""11AM-10PM"", ""Saturday"": ""11AM-10PM"", ""Sunday"": ""11AM-9PM""}",OPERATIONAL,"{""Service options"": {""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Fast service"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Offerings"": {""Quick bite"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true}}",,,FALSE,Dancing Bear Canteen,,,,
MJ-LEAD-SalemNHRestaurant-Oct25-089,Chipotle Mexican Grill,https://locations.chipotle.com/nh/salem/12-s-village-dr?utm_source=google,Mexican restaurant,+1 603-870-0997,"12 S Village Dr, Salem, NH 03079",2.4,483,258,40,37,47,101,138,"{""Monday"": ""10:45AM-11PM"", ""Tuesday"": ""10:45AM-11PM"", ""Wednesday"": ""10:45AM-11PM"", ""Thursday"": ""10:45AM-11PM"", ""Friday"": ""10:45AM-11PM"", ""Saturday"": ""10:45AM-11PM"", ""Sunday"": ""10:45AM-11PM""}",OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Comfort food"": true, ""Healthy options"": true, ""Organic dishes"": true, ""Quick bite"": true, ""Vegan options"": true, ""Vegetarian options"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Seating"": true, ""Table service"": false}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Trendy"": true}, ""Crowd"": {""College students"": true, ""Groups"": true, ""LGBTQ+ friendly"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""On-site parking"": true, ""Parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",$,"Casual restaurant offering Mexican fare, including design-your-own burritos, tacos & bowls.",TRUE,Chipotle Mexican Grill,,"https://www.google.com/viewer/chooseprovider?mid=/g/11r3d2flj6&g2lbs=AO8LyOKxDaM5qDLXNCCyE0QOxYr4zJrEZfbEVSWuyMjIhdeZXihfdvGyN1nWf3UdUMKkKi5imNEueGeSVE__RnYQsH8_Qrs5YVoAeo8QsgA3Zk4vp_0zwDK6h07yPzflWvBeFWScSOVU&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MKDyaMehC97T1sQPmdGeuQ0&ei=MKDyaMehC97T1sQPmdGeuQ0&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-090,Spring Restaurant Inc (Xuân Quán),https://www.springrestaurantmethuen.com/,Vietnamese restaurant,+1 978-258-0856,"7 Ayers Village Rd, Methuen, MA 01844",4.6,245,9,4,12,19,201,356,"{""Monday"": ""11AM-9PM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""11AM-9PM"", ""Thursday"": ""11AM-9PM"", ""Friday"": ""11AM-9PM"", ""Saturday"": ""11AM-9PM"", ""Sunday"": ""11AM-9PM""}",OPERATIONAL,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Great tea selection"": true, ""Serves local specialty"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Comfort food"": true, ""Healthy options"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegan options"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$$,,TRUE,Spring Restaurant Inc,,"https://www.google.com/viewer/chooseprovider?mid=/g/11mq89644r&g2lbs=AO8LyOLmnb4uSnoBukAhNuOI8dksok-LJ_LHprty1Ycw-JSDo-9OfOo5hGgmn-dJ1j-ygKlDvwQSB2LnuI7xnyJn1opyEAbvCUex8Lgnis4KACMa8udcAcurSkVXkkeQ9BKUiq_ydk9Y&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MKDyaMehC97T1sQPmdGeuQ0&ei=MKDyaMehC97T1sQPmdGeuQ0&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-091,Wendy's,https://locations.wendys.com/united-states/nh/salem/316-n-broadway?utm_source=Yext,Fast food restaurant,+1 603-898-1996,"316 N Broadway, Salem, NH 03079",3.7,1023,116,81,165,261,400,264,"{""Monday"": ""6:30AM-12AM"", ""Tuesday"": ""6:30AM-12AM"", ""Wednesday"": ""6:30AM-12AM"", ""Thursday"": ""6:30AM-12AM"", ""Friday"": ""6:30AM-1AM"", ""Saturday"": ""6:30AM-1AM"", ""Sunday"": ""6:30AM-12AM""}",OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Delivery"": true, ""Drive-through"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Offerings"": {""Coffee"": true, ""Late-night food"": true, ""Quick bite"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": false}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""Has changing table(s)"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}, ""Pets"": {""Dogs allowed outside"": true}}",$,Fast-food burger chain serving sides such as chili & baked potatoes.,TRUE,Wendy's,,"https://www.google.com/viewer/chooseprovider?mid=/g/1tgn5rrf&g2lbs=AO8LyOKIT8d80Gdz83RX8udUHR8BQDYIcp243dSLllvRGxHby4k9sbZfkTDHY5Y9Een9qX1HRAZvcBIPhsaNpJ2A6KhiusREEACCXmBnL7yM8kKBsUjRTO2hqL6zxfpbysSR7vH38Dic&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MKDyaMehC97T1sQPmdGeuQ0&ei=MKDyaMehC97T1sQPmdGeuQ0&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-092,McDonald's,https://www.mcdonalds.com/us/en-us/location/NH/SALEM/225-S-BROADWAY/932.html?cid=RF:YXT:GMB::Clicks,Fast food restaurant,+1 603-898-7923,"225 S Broadway, Salem, NH 03079",3.8,1296,144,85,237,288,542,266,"{""Monday"": ""5AM-1AM"", ""Tuesday"": ""5AM-1AM"", ""Wednesday"": ""5AM-1AM"", ""Thursday"": ""5AM-1AM"", ""Friday"": ""5AM-1AM"", ""Saturday"": ""5AM-1AM"", ""Sunday"": ""5AM-1AM""}",OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Drive-through"": true, ""Onsite services"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Great coffee"": true}, ""Popular for"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Offerings"": {""Coffee"": true, ""Late-night food"": true, ""Quick bite"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}, ""Children"": {""Good for kids birthday"": true, ""Has changing table(s)"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}, ""Pets"": {""Dogs allowed outside"": true}}",$,"Classic, long-running fast-food chain known for its burgers & fries.",TRUE,McDonald's,,"https://www.google.com/viewer/chooseprovider?mid=/g/1tfryhf6&g2lbs=AO8LyOJ7awwDbDEJmngZ0JZcs0rcpmnsO9cAPwYC7p1VK3HE98r1uZkc3yDGYjp5KGzOzgDgCceQe2Ugq4NgpM4edjoQxckUGzgSTDOwK2gk7cE_Ss7C8jUH7iPDEsAegm1UwHAYmSwj&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MaDyaMH4Mv2a0PEPgfWm-QQ&ei=MaDyaMH4Mv2a0PEPgfWm-QQ&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-093,Taco Bell / Long John Silver's,https://locations.tacobell.com/nh/salem/322-s--broadway.html?utm_source=yext,Fast food restaurant,+1 603-890-3514,"322 S Broadway, Salem, NH 03079",3.1,809,257,57,111,136,248,267,"{""Monday"": ""9AM-2AM"", ""Tuesday"": ""9AM-2AM"", ""Wednesday"": ""9AM-2AM"", ""Thursday"": ""9AM-2AM"", ""Friday"": ""9AM-2AM"", ""Saturday"": ""9AM-2AM"", ""Sunday"": ""9AM-2AM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Drive-through"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Offerings"": {""Late-night food"": true, ""Quick bite"": true, ""Vegetarian options"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$,"Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.",TRUE,Taco Bell / Long John Silver's,,"https://www.google.com/viewer/chooseprovider?mid=/g/1tcw4mx2&g2lbs=AO8LyOLaBE3Cv-7LehAylg1CNbr4qZLrP0zuNWMeOXKYEgf9eQFJX_G2rHF7sKb3auP0yYPyjAForWZOkGi3MN2m9yWZpGbdEAdbcY8SIc3bzqbkwY9ZofvLNNOHughDZKbPLXc3oqiw&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MaDyaMH4Mv2a0PEPgfWm-QQ&ei=MaDyaMH4Mv2a0PEPgfWm-QQ&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-094,Juicilicious,http://www.juicilicious.net/,Restaurant,+1 857-284-8179,"224 N Broadway B2, Salem, NH 03079",4.2,149,18,8,9,8,106,37,"{""Monday"": ""7AM-3PM"", ""Tuesday"": ""7AM-3PM"", ""Wednesday"": ""7AM-3PM"", ""Thursday"": ""7AM-3PM"", ""Friday"": ""7AM-3PM"", ""Saturday"": ""8AM-3PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Coffee"": true, ""Healthy options"": true, ""Quick bite"": true, ""Vegan options"": true, ""Vegetarian options"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": false}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}, ""Pets"": {""Dogs allowed outside"": true}}",$$,,TRUE,Juicilicious,,"https://www.google.com/viewer/chooseprovider?mid=/g/11f1zlt7c3&g2lbs=AO8LyOJLFFMo1WziLJ7BPvBZYcZe7vtGG5CtL0b7i6xQfAGHgqJ9lu_TZcCtg9Gs6VXQzBc2BhXfWU3EPIO2TFi1KG58F_KGanxoILBq-ZKC6coKzSNM8HHCrYmAjkjH7aDtmWubbhbs&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MaDyaMH4Mv2a0PEPgfWm-QQ&ei=MaDyaMH4Mv2a0PEPgfWm-QQ&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-095,Sbarro,https://sbarro.com/,Pizza restaurant,+1 603-276-3784,"99 Rockingham Park Blvd, Salem, NH 03079",2.6,27,12,2,5,1,7,251,"{""Monday"": ""11AM-7PM"", ""Tuesday"": ""11AM-7PM"", ""Wednesday"": ""11AM-7PM"", ""Thursday"": ""11AM-7PM"", ""Friday"": ""11AM-7PM"", ""Saturday"": ""11AM-7PM"", ""Sunday"": ""12-6PM""}",OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Comfort food"": true, ""Quick bite"": true, ""Vegetarian options"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": false}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true}}",$,"Italian fast-food chain offering thin-crust pizza by the slice, plus pastas & salads.",TRUE,Sbarro,,"https://www.google.com/viewer/chooseprovider?mid=/g/11gbxd2q44&g2lbs=AO8LyOLaPebVuNBvRGYS0H__t7Zs3f3YFqGUUgvH1EMdFFYVHMaDwuPXnCLG9UqUao2-4rm-_OsCwDSrsg2__k48ABLPxYGWk1rgbqGyXY6KPGvRzEUALG3jw_WEGUbyZv6aPhiw1UnY&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=MaDyaMH4Mv2a0PEPgfWm-QQ&ei=MaDyaMH4Mv2a0PEPgfWm-QQ&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
